ID_KONGRESS,ID,ID_SEMINAR,FARBCODE,TRACK,TRACK_EN,ORDERT,AUDIENCE,AUDIENCE_EN,DATUM,TIMESTAMP,TIMESTAMP_ENDE,SIMULTAN,DATUM_ES_EN,DATUM_ES,BEGINN,ENDE,SEMINAR_NR,RAUM_NR,RAUMNAME,AREAID,TITEL,TITEL_ES,TITEL_EN,ABSTRACT_EN,REFERENT_NAME,REFERENT_NACHNAME,REFERENT_FIRMA,ID_PERSON,ID_PERSON_COREF,ID_PERSON_COCOREF,VORTRAGSTYP,VORTRAGSTYP_EN,COREFERENT_NAME,COCOREFERENT_NAME,COREFERENT_FIRMA,COCOREFERENT_FIRMA,ABSTRACT_TEXT,SPRACHE,SPRACHE_EN,DEMO_EN,DEMO
506707,507544,507544,334478,Architektur und Sicherheit,architecture and security,1,Anfänger,beginner,2017-07-06 00:00:00.0,2017-07-06 14:30:00.0,2017-07-06 15:15:00.0,,2017-07-06,06.07.2017,14:30,15:15,42,3,Silcher Saal,3/S,[D5] Sponsored Talk Bitcoin Blockchain - Was ist Hype und was ist Realität?,[D5] Sponsored Talk Bitcoin Blockchain - Was ist Hype und was ist Realität?,,,Daniel Galeotti,Galeotti,PRODYNA AG,373835,,,,,,,,,"Mit Bitcoin steht uns heute eine Währung zur Verfügung, die vollständig ohne Banken und völlig anonym funktioniert. Die dahinterliegende Technologie Blockchain ist sehr interessant und lässt sich auch für andere Anwendungsfälle verwenden. Dieser Vortrag erklärt den aktuellen Stand der Technologie Blockchain, wie sie funktioniert und welche interessanten Anwendungsfälle existieren, z.B. IoT, Supply Chain, Virtual Reality, Identity, Record Keeping oder auch als Währungsabsicherung.",Deutsch,German,Yes,Ja
506707,507573,507573,334479,Architektur und Sicherheit,architecture and security,1,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 12:15:00.0,2017-07-06 13:00:00.0,,2017-07-06,06.07.2017,12:15,13:00,49,5,Schiller Saal,5/S,[E4] Wenn Schnittstellen alt werden...,[E4] Wenn Schnittstellen alt werden...,,,Claus Straube,Straube,Landeshauptstadt München,371310,,,,,,,,,"Lose Kopplung von Komponenten ist eine  der großen Herausforderung von IT Architektur. Mit Paradigmen wie Microservices kann man ja auch tatsächlich viel in dieser Hinsicht machen. Polyglotte Services sind in unterschiedlichen Programmiersprachen und Frameworks (oder zumindest unterschiedlichen Framework Versionen) implementiert. Jeder hat seine eigene Persistenz, wobei es egal ist, ob die Daten in Tabellen, Dokumenten oder Graphen gespeichert werden. Es gibt aber trotzdem noch einen Punkt, an dem die Kopplung weniger lose ist, als man sich das als Architekt wünschen würde: an den Kommunikationsschnittstellen. Dort holt einen oft die Realität ein. Es ändert sich eine Schnittstelle und eine ganze handvoll der schönen, lose gekoppelten Services muss angefasst und neu ausgebracht werden. Müßte Denn es gibt eine Lösung für dieses Problem. Und die ist einfacher, als man sich das vorstellen kann!
Abgerundet wird der Vortrag durch eine beispielhafte live Coding-Demo mit Spring Boot und Spring Cloud.",Deutsch,German,Yes,Ja
506707,507409,507409,334479,Frontend und Mobile Computing,frontend and mobile computing,5,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 12:15:00.0,2017-07-06 13:00:00.0,,2017-07-06,06.07.2017,12:15,13:00,10,1,Beethoven Saal,1/B,"[A4] Von Java-Swing, über JavaFX zu HTML für operativ genutzte Geschäftsanwendungen","[A4] Von Java-Swing, über JavaFX zu HTML für operativ genutzte Geschäftsanwendungen",,,Björn Müller,Müller,CaptainCasa GmbH,368391,,,,,,,,,"Wir - eine Community mittelständischer Softwarehersteller - kamen von Java Swing. Stabil, abgehangen, flott - sehr gut geeignet für unsere operativ genutzten Anwendungen: von Produktionssteuerung, Lagerlogistik, Personalplanung bis hin zu Controlling und Finanzwesen.

Klar, wir wollten immer in den Browser einziehen. Aber: der Entwicklungsaufwand stieg immens und die langfristige Abhängigkeit von sich ändernden Browsern und Frameworks war zu groß.

Wir machten einen Zwischenstopp bei JavaFX. Aber die Glückseligkeit war nicht erreicht - und der Drang zum Browser immer größer...

Und dann plötzlich fanden wir einen Ansatz, um mit all unseren komplexen Anwendungen doch in den Browser einzuziehen - ohne funktionale Verluste und mit einer Langfristperspektive, die uns ruhig schlafen lässt. Das &quot;Ei des Kolumbus&quot; heißt bei uns &quot;RISC-HTML&quot; - und ist eine Methode, wie der Browser genutzt wird, ohne sich in direkte Abhängigkeit von ihm zu begeben. In dieser Methode wird HTML nur in ganz grundlegenden Kernelementen genutzt (deswegen &quot;RISC&quot;) - höherwertige Komponenten materialisieren sich in diese Kernelemente. - Und das alles wird in einfacher Weise und unter Zuhilfenahme der J2EE-Standards an die Java-Backend-Verarbeitung angeschlossen - so dass man letztlich seine Anwendungs-UI 100% in Java schreibt.

In dem Vortrag wird diese Methode vorgestellt - anhand von einfachen aber auch komplexen Szenarien aus produktiv betriebenen Anwendungen.

Erhalten Sie eine - womöglich... - ganz neue Sicht auf die Nutzung von HTML. Und lassen Sie sich überraschen!",Deutsch,German,Yes,Ja
506707,507447,507447,334478,Methodik und Praxis,methodology and practice,6,Anfänger,beginner,2017-07-06 00:00:00.0,2017-07-06 12:15:00.0,2017-07-06 13:00:00.0,,2017-07-06,06.07.2017,12:15,13:00,19,4,Hegel Saal,4/H,[D4] Machine Learning: A gentle Introduction,[D4] Machine Learning: A gentle Introduction,,,Matthias Zimmermann,Zimmermann,BSI Business Systems Integration AG,373178,,,,,,,,,"Over the last years machine learning has become a hot topic. This is no surprise as the state of the art has reached levels that started to gain a lot of attention in the media: Self-driving cars, winning to Go game against top professional players and social media platforms that recognize your face in most online pictures.

This presentation provides an overall picture of machine learning and does not require any previous knowledge in the field. Sit back, relax and learn more about the following topics:

* Intro with AlphaGo
* Key concepts
* Demos:
   - Outlier detection
   - Handwritten digit recognition
   - Sentiment classification

At the end some less well known examples/topics will help to illustrate the current state of the art and should provide some food for thought regarding the future directions of this domain.

The goal of the talk is to provide a basic understanding about the field that is not about hype but more about actually working with available Java open source libraries. The technologies/libraries used for the demos: Docker, Mallet (for sentiment classification), and Deeplearning4j (for outlier detection and handwritten digit recognition).",Englisch,English,Yes,Ja
506707,507467,507467,334479,Methodik und Praxis,methodology and practice,6,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 08:45:00.0,2017-07-06 09:30:00.0,,2017-07-06,06.07.2017,08:45,09:30,24,5,Schiller Saal,5/S,[D1] Vom Monolith zur Microservice Architektur - Ein Praxisbericht von FNT,[D1] Vom Monolith zur Microservice Architektur - Ein Praxisbericht von FNT,,,Michael Vögeli,Vögeli,FNT GmbH,373808,373810,,,,Ulrich Vigenschow,,FNT GmbH,,"Das Thema Microservices ist derzeit in aller Munde, aber wie kommt man in der Praxis auf die Idee, einen stabilen, seit über 10 Jahren gewachsenen Software-Monolithen in Microservices zu zerlegen? Und vor allem: wie kann man ein solches Vorhaben in der Praxis umsetzen? Hierbei sind wir nicht mit der Vision Microservices gestartet, sondern haben zuerst diverse andere Architekturansätzen evaluiert. Erst Stück für Stück kristallisierte sich die Microservice Architektur als Lösung heraus.  

Der Vortrag berichtet aus den bisherigen Erfahrungen, die wir in der Softwareentwicklung auf dem Weg von einer monolithischen Webapplikation hin zur neuen Architektur gemacht hat. Hierbei wird der Bogen von der Analyse des Bestandssystems, über die Idee einer technischen Platform mit unterschiedlichen Betriebsvarianten bis zum Prototyp einer Microservice Lösung gespannt.

Er zeigt auf, warum bestimmte technische und fachliche Entscheidungen getroffen wurden, welche Auswirkungen eine solche Entscheidung auf eine Organisation hat und welche Stolperfallen man besser meidet.",Deutsch,German,No,Nein
506707,507502,507502,334478,Enterprise Java und Frameworks,Enterprise Java and frameworks,3,Anfänger,beginner,2017-07-06 00:00:00.0,2017-07-06 14:30:00.0,2017-07-06 15:15:00.0,,2017-07-06,06.07.2017,14:30,15:15,32,5,Schiller Saal,5/S,[F5] Cloud Native Java - Getting started!,[F5] Cloud Native Java - Getting started!,,,Christian Schwörer,Schwörer,NovaTec Consulting GmbH,373814,,,,,,,,,"Spring Boot hat sich als das JVM-Framework zur effizienten Entwicklung von Microservices etabliert. Es vereinfacht die Anwendungsentwicklung  drastisch, in dem es unter anderem das convention-over-configuration-Paradigma konsequent umsetzt. 

Mit Cloud Foundry steht eine quelloffene und multi-cloud-fähige Plattform (PaaS) zum Betrieb von Microservices zur Verfügung. Auch sie zeichnet sich durch Entwicklerfreundlichkeit sowie der ganzheitlichen Unterstützung des Entwicklungszykluses aus.

Der Vortrag stellt praxisorientiert dar, wie durch das Zusammenspiel dieser beiden Technologien innerhalb kürzester Zeit ein Microservice erstellt und in der Cloud betrieben werden kann. 
Dazu wird nach einer Einführung in die wesentlichen Konzepte eine Spring Boot Anwendung entwickelt und direkt in der Cloud Foundry Plattform deployt. Zusätzlich werden die grundlegenden Mechanismen zu scaling und availability angesprochen. 

Zielpublikum:
Entwickler mit Interesse an Microservices und Cloud Native Development
Einstufung der Teilnehmer-Kenntnisse: 
Kenntnis von Java und REST, ansonsten keine Vorkenntnisse erforderlich",Deutsch,German,Yes,Ja
506707,507528,507528,334478,IDE und Tools,IDE and tools,2,Anfänger,beginner,2017-07-06 00:00:00.0,2017-07-06 11:10:00.0,2017-07-06 11:55:00.0,,2017-07-06,06.07.2017,11:10,11:55,38,7,Raum Usedom,7/R,[G3] Sponsored Talk Effizient und transparent - Vorteile der Atlassian-Tools-Integration,[G3] Sponsored Talk Effizient und transparent - Vorteile der Atlassian-Tools-Integration,,,Florian Rock,Rock,avono AG,376026,,,,,,,,,"Bei der Entwicklung von komplexen Software-Systemen ist es für das 
Entwicklungsteam, die Projektleitung und den Auftraggeber von 
entscheidender Bedeutung, den Überblick über die jeweiligen Aufgaben 
zu bewahren.
Um das Team in der agilen Software-Entwicklung effizient zu unterstützen 
und über alle Phasen des Projektlebenszyklus die notwendige Transparenz
sicher zu stellen, benötigt man starke Tools.
In dieser Session wird auf Basis der Atlassian-Tools Confluence, JIRA, 
Bitbucket Server, Bamboo und HipChat anhand eines Beispiels 
demonstriert, wie die verschiedenen Teilaspekte aus Entwicklungsaufträgen, 
Continuous Delivery sowie Release- und Branchmanagement nahtlos ineinander
greifen. 
Durch die Tool-Integration wird bspw. sichergestellt, dass das Anlegen eines 
Feature-Branches konsistent auch im Build-System erfolgt.
Doch das Beste kommt zum Schluss: Die Konfiguration des Zusammenspiels
der Tools ist genauso einfach und flexibel wie ihre Benutzung.",Deutsch,German,Yes,Ja
1,507577,507577,334478,Methodik und Praxis,methodology and practice,6,Anfänger,beginner,2017-07-06 00:00:00.0,2017-07-06 16:40:00.0,2017-07-06 17:25:00.0,,2017-07-06,06.07.2017,16:40,17:25,50,4,Hegel Saal,4/H,[G7] Schall und Rauch,[G7] Schall und Rauch,,,Michael Wiedeking,Wiedeking,MATHEMA Software GmbH,368407,,,,,,,,,"Wer seinen Code sauber und gut schreiben möchte, der verwendet vernünftige Namen. Damit könne man, so verheißen die Evangelisten, auch auf die ach so lästige Dokumentation verzichten, denn sprechende Namen seien geschwätzig genug. Aber plötzlich stellt sich heraus, dass es gar nicht so einfach ist, Namen zu finden, deren Methoden das halten, was jene versprechen. In diesem Kurzvortrag wird deshalb demonstriert, dass es gar nicht so einfach ist, den richtigen Namen zu finden; gezeigt, wie schwierig es tatsächlich mit seiner Wahl konsistent zu bleiben; und bewiesen, dass es bedauerlicherweise oft völlig egal ist, wie viel Mühe man sich gibt.",Deutsch,German,No,Nein
506707,507393,507393,334479,Core Java und JVM-Sprachen,Core Java and JVM languages,4,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 16:40:00.0,2017-07-06 17:25:00.0,,2017-07-06,06.07.2017,16:40,17:25,6,6,Raum Sylt,6/R,[B7] Instrumentierung - Das Werkzeug der Werkzeugmacher,[B7] Instrumentierung - Das Werkzeug der Werkzeugmacher,,,Bernd Müller,Müller,Ostfalia,371342,,,,,,,,,"Das Package java.lang.instrument führt das Konzept eines Java-Agenten
ein, der Klassen beim Laden in die VM oder bereits geladenen Klassen 
innerhalb der VM ändern kann. Man kann daher mit Standard-Java ohne
zusätzliche Bibliotheken Klassen zur Laufzeit ändern. Die Änderungen
sind beschränkt auf (neue) Methodenrümpfe und Konstanten. Das
Hinzufügen, Löschen oder Umbenennen von Methoden und Variablen
ist nicht erlaubt.

Dieser Vortrag führt die Konzepte der Instrumentierung
ein und zeigt, wie einfach das Ersetzen von Klassen zur
Laufzeit (Hot-Swap) mit Standard-Java ist.

Der Vortrag belegt diese &quot;Einfachheit&quot; durch kleinere Demos,
z.B. dem Nachbau einer JRebel-Light-Variante.
Zum Abschluss gehen wir noch auf ByteMan ein, ein
JBoss-Framework zum Tracen und Monitoren von Anwendungen.",Deutsch,German,Yes,Ja
506707,507422,507422,334479,Core Java und JVM-Sprachen,Core Java and JVM languages,4,Fortgeschrittene,advanced,2017-07-06 00:00:00.0,2017-07-06 08:45:00.0,2017-07-06 09:30:00.0,,2017-07-06,06.07.2017,08:45,09:30,13,2,Mozart Saal,2/M,[B1] Java Concurrency-Konzepte,[B1] Java Concurrency-Konzepte,,,Jörg Hettel,Hettel,Hochschule Kaiserslautern,370158,,,,,,,,,"Java besitzt eine Vielzahl von Konzepten und Klassen zur Erstellung nebenläufiger Programme. Zum einen sind dies Elemente zur Synchronisation und Ablaufsteuerung, mit deren Hilfe der parallele Zugriff auf Ressourcen koordiniert werden kann. Und zum anderen besitzt Java Frameworks, mit denen eine Parallelverarbeitung realisiert werden kann, um die Laufzeit von Programmen zu beschleunigen. 
In dem Vortrag werden die verschiedenen Konzepte und ihre Einsatzgebiete systematisch vorgestellt und bewertet. Der Schwerpunkt liegt hierbei auf den Parallelisierungsframeworks (ForkJoin, parallel Streams und CompletableFuture). Bei deren Einsatz hat der Entwickler verschiedene Möglichkeiten den parallelen Verarbeitungsablauf zu steuern. Anhand von Anwendungsbeispielen wird die korrekte Verwendung gezeigt und einige Best Practices werden vorgestellt.
Der Vortrag schließt mit einem Ausblick auf das Flow-API, das Bestandteil von Java 9 sein wird. Mit den Flow-Klassen wird zusätzlich zur kontrollflussorientierten auch eine datenflussorientierte Verarbeitungsmöglichkeit eingeführt - Stichwort reaktive Programmierung.",Deutsch,German,No,Nein
